"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.754948454E1,9.777367567E-1,-3.832993848E-1,-2.286202848E-1,1.074781289E0
6.755949154E1,1.846745415E0,-9.503111225E-1,-1.448501498E-1,2.081956153E0
6.756949754E1,2.709254163E0,-2.399931192E0,2.852026212E-1,3.630574112E0
6.757950354E1,9.764585553E-1,-2.623568772E0,2.155381923E0,3.533023584E0
6.758951054E1,-2.108947429E-1,-2.204386852E0,3.586523622E0,4.215085963E0
6.759951654E1,9.273061296E-1,-8.375425985E-1,3.109341708E0,3.351026726E0
6.760952354E1,2.364752297E0,1.145996380E0,2.781553230E0,3.826538841E0
6.761952954E1,2.869390689E0,2.741464135E0,2.836340472E0,4.877894607E0
6.762953554E1,4.071912687E0,4.911195710E0,4.868171312E0,8.024924184E0
6.763954254E1,4.749920439E0,4.053078221E0,6.631082858E0,9.108262574E0
6.764954854E1,4.197662907E0,1.804495482E0,5.722636630E0,7.322919351E0
6.765955554E1,3.234522116E0,-2.975158341E-1,3.863879279E0,5.047792793E0
6.766956154E1,9.150699538E-1,-5.493827480E-1,4.001486483E0,4.141384853E0
6.767956854E1,-7.212610674E-1,-6.821389554E-1,2.245916702E0,2.455539230E0
6.768957454E1,-1.221158829E0,-7.900412804E-1,1.868209959E0,2.367615375E0
6.769958054E1,-1.006301721E0,-1.203158176E-1,2.136450977E0,2.364644123E0
6.770958754E1,-6.952397883E-2,9.431734264E-2,2.371004432E0,2.373897925E0
6.771959354E1,1.343750091E0,-4.015306377E-1,1.304186953E0,1.915148759E0
6.772960054E1,9.372835261E-1,-1.136654869E-1,4.883448333E-1,1.062967980E0
6.773960612E1,1.311083159E-1,-6.273009896E-1,-5.671401572E-1,8.557709273E-1
6.774961212E1,-9.181084594E-1,-1.110751119E0,-1.376391880E0,1.992773394E0
6.775961912E1,-2.937079519E0,-1.380598074E0,-1.691582531E0,3.659773026E0
6.776962512E1,-4.505231421E0,-1.838830624E0,-2.055995629E0,5.282568149E0
6.777963212E1,-4.993808681E0,-2.159858259E0,-2.577326360E0,6.020442177E0
6.778963812E1,-4.521377630E0,-2.654670697E0,-3.350948074E0,6.222458130E0
6.779964512E1,-4.041758012E0,-2.959182286E0,-3.646338299E0,6.195833327E0
6.780965112E1,-4.321330056E0,-2.929564970E0,-3.422512146E0,6.242582299E0
6.781965712E1,-4.693237238E0,-3.058672076E0,-3.495862543E0,6.603257193E0
6.782966412E1,-4.957619678E0,-3.595395602E0,-4.133717172E0,7.388672416E0
6.783967012E1,-5.595447410E0,-3.724809102E0,-4.665718487E0,8.182430175E0
6.784967712E1,-5.909489669E0,-3.161398884E0,-3.528384172E0,7.574034982E0
6.785968312E1,-6.618461058E0,-3.715751181E0,-2.622692567E0,8.030526129E0
6.786968912E1,-7.791349368E0,-5.043707650E0,-3.023777647E0,9.761523605E0
6.787969612E1,-8.074245847E0,-5.634505641E0,-3.386014411E0,1.041182949E1
6.788970212E1,-7.772401466E0,-5.475356126E0,-4.024455516E0,1.032404918E1
6.789970912E1,-6.684576110E0,-4.923778918E0,-4.384905078E0,9.389065403E0
6.790971512E1,-4.884159354E0,-4.449977279E0,-4.213436941E0,7.836476328E0
6.791972112E1,-3.495472534E0,-4.296489623E0,-3.280798735E0,6.437529934E0
6.792972812E1,-3.082165019E0,-3.438844589E0,-2.574837492E0,5.287265969E0
6.793973412E1,-2.119746067E0,-1.862663875E0,-3.756195787E0,4.698068421E0
6.794974112E1,7.651403278E-1,-4.670229614E-1,-6.578533931E0,6.639326686E0
6.795974712E1,5.190602571E0,1.021224692E0,-1.028462668E1,1.156541400E1
6.796975412E1,9.415500054E0,2.776592745E0,-1.289761989E1,1.620832216E1
6.797976012E1,1.068722970E1,3.301000865E0,-1.448635867E1,1.830213301E1
6.798976612E1,7.818987987E0,1.909632220E0,-1.483146367E1,1.687470246E1
6.799977312E1,3.733122089E0,4.142886776E-1,-1.357284699E1,1.408296883E1
6.800977912E1,1.260081405E0,-1.020340301E0,-1.217920524E1,1.228665698E1
6.801978612E1,5.468158203E-1,-1.403651015E0,-1.100604211E1,1.110865459E1
6.802979212E1,1.094207007E-1,-1.050048249E0,-1.017806936E1,1.023267659E1
6.803979812E1,-1.343659167E0,-1.949308501E0,-8.871333023E0,9.181817532E0
6.804980512E1,-4.147487950E0,-1.790423865E0,-4.935652274E0,6.690884641E0
6.805981112E1,-4.648090301E0,-2.481067742E0,-4.985379919E0,7.253582117E0
6.806981812E1,-5.590958503E0,-3.802730268E0,-6.079450101E0,9.092815186E0
6.807982412E1,-7.383002631E0,-4.637596888E0,-5.661261331E0,1.039547558E1
6.808983112E1,-8.026582269E0,-4.814370496E0,-4.485417253E0,1.037897655E1
6.809983712E1,-7.203226478E0,-4.234535449E0,-3.304299572E0,8.985330145E0
6.810984312E1,-5.430450679E0,-3.128005435E0,-1.437797585E0,6.429733624E0
6.811985012E1,-3.961593854E0,-2.117400018E0,4.559407336E-1,4.515029419E0
6.812985612E1,-3.776744072E0,-1.202677535E0,1.309631880E0,4.174369976E0
6.813986312E1,-4.438838333E0,-5.268507949E-1,4.234705603E-1,4.490009446E0
6.814986912E1,-4.644518822E0,-5.353774971E-1,-2.491354163E0,5.297643789E0
6.815987612E1,-4.536812525E0,-9.344792014E-1,-5.212676979E0,6.973372251E0
6.816988212E1,-4.714753237E0,-2.029900967E0,-4.819149426E0,7.040852023E0
6.817988812E1,-4.602434072E0,-3.210933571E0,-3.140576949E0,6.430841108E0
6.818989512E1,-4.544476470E0,-3.553055621E0,-2.343776872E0,6.226536811E0
6.819990112E1,-3.941502821E0,-3.250841111E0,-2.397657210E0,5.643772897E0
6.820990812E1,-3.061442779E0,-3.021838710E0,-2.732105666E0,5.095914290E0
6.821991412E1,-1.945309006E0,-2.564149075E0,-2.329197425E0,3.972939497E0
6.822992012E1,-3.554580867E-1,-2.135221600E0,-1.235727752E0,2.492497705E0
6.823992712E1,1.050452292E0,-1.267619928E0,2.090917540E-1,1.659526939E0
6.824993312E1,2.581889527E0,4.154522735E-1,2.496199751E-1,2.626987676E0
6.825994012E1,4.312029183E0,1.940633572E0,-1.826893533E0,5.069240014E0
6.826994612E1,7.242389374E0,2.932960448E0,-1.867193713E0,8.033733453E0
6.827995212E1,9.338738977E0,4.257461212E0,2.649775116E0,1.059996839E1
6.828995912E1,7.500482549E0,3.387350500E0,5.191723482E0,9.730641016E0
6.829996512E1,4.106557440E0,1.079568502E0,3.088563042E0,5.250571762E0
6.830997212E1,-1.074335244E0,-1.411251810E0,-1.002698666E0,2.037457363E0
6.831997812E1,-6.732281789E0,-4.238668846E0,-2.328191119E0,8.289173997E0
6.832998512E1,-1.105118379E1,-2.915351558E0,-3.623806053E0,1.198999200E1
6.833999112E1,-1.042395647E1,-1.102591329E0,-7.764367391E0,1.304453821E1
6.834999712E1,-5.035455474E0,-9.967426926E-1,-1.125438974E1,1.236974519E1
6.836000412E1,2.415777147E-2,6.467488289E-2,-1.258143521E1,1.258162463E1
6.837001012E1,2.599039995E0,6.445151925E-2,-1.107374469E1,1.137483997E1
6.838001712E1,2.358135295E-1,-8.838604403E-1,-7.880148693E0,7.933067548E0
6.839002312E1,-5.241332429E0,-1.868362279E0,-5.881965070E0,8.096904120E0
6.840002912E1,-1.180936418E1,-3.242017955E0,-1.557573119E0,1.234495025E1
6.841003612E1,-1.366324027E1,-4.812191531E0,9.774860573E-1,1.451884296E1
6.842004212E1,-9.569643769E0,-5.291081125E0,1.724397690E0,1.107010247E1
6.843004912E1,-6.272000667E0,-2.900216625E0,3.952594990E0,7.960669318E0
6.844005512E1,-1.040429287E0,-1.244191450E0,6.204571745E0,6.413050445E0
6.845006212E1,3.244398356E0,-1.363632086E-1,6.564325197E0,7.323597539E0
6.846006812E1,4.838805718E0,4.873584080E-1,6.606598812E0,8.203578905E0
6.847007412E1,4.828587709E0,9.884127492E-1,5.537554128E0,7.413280296E0
6.848008112E1,3.710880742E0,6.611218697E-1,1.851434882E0,4.199467720E0
6.849008712E1,1.827350493E0,-3.465844253E-1,-1.902507387E0,2.660613641E0
6.850009412E1,-2.202950922E-1,-9.299451242E-1,-3.868013261E0,3.984326097E0
6.851010012E1,-1.980908317E0,-1.141166288E0,-4.240813020E0,4.817753971E0
6.852010612E1,-3.141958061E0,-1.127170173E0,-4.230633017E0,5.388939486E0
6.853011312E1,-3.538447815E0,-1.506039415E0,-4.171049305E0,5.673307674E0
6.854011912E1,-3.558821560E0,-1.815206265E0,-3.796065027E0,5.510925001E0
6.855012612E1,-2.816385679E0,-1.814192796E0,-3.232669426E0,4.655478000E0
6.856013212E1,-8.902707428E-1,-1.142704544E0,-2.355555503E0,2.765320488E0
6.857013812E1,7.516554791E-1,-1.652703810E-1,-1.186631021E0,1.414352657E0
6.858014512E1,8.281049001E-1,2.902905759E-1,5.910540998E-1,1.058003447E0
6.859015112E1,8.723928809E-2,-1.344758736E-1,2.033947533E0,2.040254156E0
6.860015812E1,-1.122388247E0,-5.716391511E-1,2.854307796E0,3.119871742E0
6.861016412E1,-2.304202917E0,-6.676609571E-1,3.439048072E0,4.193110287E0
6.862017112E1,-2.072187738E0,-1.001257620E0,3.908397641E0,4.535642288E0
6.863017712E1,-1.172638926E0,-1.217411787E0,4.329756187E0,4.648006255E0
6.864018312E1,-4.946159720E-2,-1.314678319E0,4.669077128E0,4.850887213E0
6.865019012E1,1.087692624E0,-1.097661103E0,4.918936254E0,5.155954714E0
6.866019612E1,2.599650444E0,-1.073411677E0,4.660968209E0,5.443805627E0
6.867020312E1,3.468737017E0,-9.883110076E-1,4.097026479E0,5.458435775E0
6.868020912E1,3.373905412E0,-6.677514428E-1,3.373083878E0,4.817346216E0
6.869021512E1,2.567009532E0,-3.995218268E-1,2.519711990E0,3.619130302E0
6.870022212E1,1.466775508E0,-3.304825822E-1,1.823885141E0,2.363727170E0
6.871022812E1,4.664462797E-1,-3.875506760E-1,1.337341250E0,1.468417270E0
6.872023512E1,-6.224615416E-1,-6.890407164E-1,1.052811643E0,1.403797648E0
6.873024112E1,-1.553287987E0,-8.622984671E-1,8.983773226E-1,1.990814917E0
6.874024804E1,-2.022215095E0,-8.624715447E-1,7.176603520E-1,2.312627820E0
6.875025404E1,-2.162034008E0,-8.933076404E-1,6.398163700E-1,2.425232891E0
6.876026004E1,-2.125671343E0,-1.022757540E0,7.217510641E-1,2.466867698E0
6.877026704E1,-1.709232644E0,-1.066945972E0,6.782167894E-1,2.125988700E0
6.878027304E1,-1.176099162E0,-9.993753283E-1,6.613803166E-1,1.679102203E0
6.879028004E1,-9.485199011E-1,-8.188668110E-1,4.940312505E-1,1.346959440E0
6.880028604E1,-7.039794023E-1,-6.398236059E-1,4.734139681E-2,9.524717599E-1
6.881029204E1,-7.798916835E-1,-7.019876944E-1,-2.166288149E-1,1.071422328E0
6.882029904E1,-6.534972467E-1,-5.913721883E-1,-4.978553295E-1,1.012244855E0
6.883030504E1,-2.498065744E-1,-5.982930990E-1,-1.052477183E0,1.236149739E0
6.884031204E1,-3.209843650E-2,-6.402277216E-1,-1.665880510E0,1.784959305E0
6.885031804E1,1.612349982E-1,-4.938101526E-1,-1.630368615E0,1.711124488E0
6.886032504E1,1.838143138E-1,-1.325128171E-1,-1.156552944E0,1.178542345E0
6.887033104E1,2.788119800E-1,3.583758473E-2,-7.754320121E-1,8.248122562E-1
6.888033704E1,3.353374157E-1,4.535802126E-2,-6.602863026E-1,7.419477972E-1
6.889034404E1,2.838973034E-1,7.544253051E-2,-6.774595749E-1,7.384041779E-1
6.890035004E1,2.397809384E-1,1.927531716E-1,-5.974158704E-1,6.719779802E-1
6.891035704E1,6.625860125E-2,1.928502354E-1,-3.974972284E-1,4.467498876E-1
6.892036304E1,2.324442177E-1,9.972155862E-2,-2.862270534E-1,3.819694093E-1
6.893036904E1,5.587024058E-1,1.264529090E-1,-2.684708136E-1,6.326257141E-1
6.894037604E1,6.105441852E-1,7.781883895E-2,-4.154709846E-1,7.425874445E-1
6.895038204E1,5.340788305E-1,3.496941939E-2,-5.731271213E-1,7.841796699E-1
6.896038904E1,4.836346818E-1,-2.141250372E-2,-6.313648045E-1,7.956019841E-1
6.897039504E1,3.611480123E-1,-6.621460095E-2,-6.537368363E-1,7.497893780E-1
6.898040104E1,1.996657500E-1,-1.950647222E-1,-6.856345671E-1,7.402779324E-1
6.899040804E1,2.789268047E-2,-2.347256550E-1,-7.442961735E-1,7.809295286E-1
6.900041404E1,-1.459583433E-1,-2.231003670E-1,-8.160760081E-1,8.585206245E-1
6.901042104E1,-2.207869162E-1,-2.168571487E-1,-8.909870267E-1,9.432029299E-1
6.902042704E1,-2.158222646E-1,-1.206510092E-1,-7.752571803E-1,8.137319040E-1
6.903043404E1,-1.390110471E-1,-3.360979557E-2,-4.400766528E-1,4.627322659E-1
6.904044004E1,7.692918509E-2,-1.496974915E-2,-5.773131430E-2,9.734011280E-2
6.905044604E1,4.708003358E-1,1.188949442E-1,8.013141274E-2,4.921483590E-1
6.906045304E1,6.459326307E-1,-3.910208523E-2,3.814045215E-1,7.511506809E-1
6.907045904E1,6.438660785E-1,-8.231724814E-2,7.490528834E-1,9.911709633E-1
6.908046604E1,5.751686036E-1,1.111592241E-1,8.924844986E-1,1.067569143E0
6.909047204E1,4.642401253E-1,1.090358077E-1,7.529237401E-1,8.912361414E-1
6.910047804E1,3.832097031E-1,5.720857322E-2,3.767670947E-1,5.404405065E-1
6.911048504E1,3.509267870E-1,-2.797892690E-2,9.355369627E-2,3.642591443E-1
6.912049104E1,1.126790981E-1,-1.279338625E-1,1.450700051E-1,2.238503042E-1
6.913049804E1,-9.532145575E-2,-8.869246736E-2,3.523099458E-1,3.755992966E-1
6.914050404E1,4.463589013E-2,-2.283320171E-1,3.445331490E-1,4.157294354E-1
6.915051104E1,1.598209953E-1,-1.814778395E-1,2.541463047E-1,3.508094938E-1
6.916051704E1,2.336590498E-1,2.766785502E-2,2.081585383E-1,3.141528909E-1
6.917052304E1,3.886893482E-1,1.444212565E-1,1.355448908E-1,4.362445715E-1
6.918053004E1,4.915252069E-1,2.120614086E-1,-2.906358540E-2,5.361079761E-1
6.919053604E1,4.728760973E-1,2.274321306E-1,-2.075065738E-1,5.642660327E-1
6.920054304E1,2.877134887E-1,1.340776782E-1,-3.921552122E-1,5.045211450E-1
6.921054904E1,9.370893985E-3,-1.641319281E-1,-4.584474349E-1,4.870330112E-1
6.922055504E1,-2.232172383E-1,-4.768217254E-1,-4.661862248E-1,7.032172420E-1
6.923056204E1,-5.261638932E-1,-4.672267368E-1,-4.290581596E-1,8.241602820E-1
6.924056804E1,-5.984118705E-1,-3.675967602E-1,-4.960204732E-1,8.598025673E-1
6.925057504E1,-3.372592127E-1,-2.137201175E-1,-7.274275410E-1,8.298017189E-1
6.926058104E1,-1.535759497E-1,-1.196680923E-1,-6.219303221E-1,6.516926807E-1
6.927058804E1,2.324852943E-3,4.817023963E-2,-4.791834158E-1,4.816041143E-1
6.928059404E1,1.220690687E-1,1.803759317E-1,-3.023963588E-1,3.726659256E-1
6.929060004E1,2.018503428E-1,2.533180466E-1,-1.858935106E-1,3.734568127E-1
6.930060704E1,2.137535928E-1,2.856098798E-1,-1.892743707E-1,4.038420350E-1
6.931061304E1,1.607107953E-1,2.725974861E-1,-1.526041424E-1,3.513194749E-1
6.932062004E1,9.655229464E-2,1.856474890E-1,-1.006884688E-1,2.322186545E-1
6.933062604E1,1.885496814E-2,5.343024865E-2,-6.095254540E-2,8.321967367E-2
6.934063204E1,-3.481804959E-2,-7.482126385E-2,2.903610349E-2,8.748493246E-2
6.935063904E1,-3.375243109E-2,-1.822403164E-1,1.571749109E-1,2.430117531E-1
6.936064504E1,-2.647392668E-2,-2.539343432E-1,1.826752031E-1,3.139327145E-1
6.937065204E1,-1.775243908E-2,-3.121568236E-1,5.937204301E-2,3.182484424E-1
6.938065804E1,-7.126867834E-2,-2.359791519E-1,-2.907469511E-2,2.482150731E-1
6.939066504E1,-8.144155450E-2,-1.320681363E-1,-1.486952788E-1,2.149069691E-1
6.940067104E1,1.910654459E-2,-3.936214015E-2,-1.802702433E-1,1.855041744E-1
6.941067704E1,4.765594047E-2,5.568610445E-2,-1.576432729E-1,1.738488780E-1
6.942068404E1,4.323836904E-2,5.439080000E-2,-1.015731525E-1,1.230651088E-1
6.943069004E1,7.006393265E-2,-4.561120570E-3,-1.721244872E-2,7.229126413E-2
6.944069704E1,8.124976583E-2,-8.444607317E-2,1.455401212E-1,1.868544637E-1
6.945070304E1,1.452899335E-1,-1.963647044E-1,2.913737726E-1,3.802195908E-1
6.946070904E1,9.866818272E-2,-3.669671613E-1,4.435288489E-1,5.840532061E-1
6.947071604E1,-4.051839050E-2,-3.473244636E-1,5.684078336E-1,6.673555935E-1
6.948072204E1,-6.874290045E-2,-3.059624295E-1,5.392810982E-1,6.238290612E-1
6.949072904E1,-5.872939747E-2,-2.883302969E-1,4.110844034E-1,5.055431623E-1
6.950073504E1,-3.345319983E-2,-2.153264938E-1,2.870240289E-1,3.603712096E-1
6.951074204E1,6.612831797E-2,-1.172492453E-1,1.939579904E-1,2.360932909E-1
6.952074804E1,1.306336682E-1,-7.205231488E-2,9.712926865E-2,1.780190612E-1
6.953075404E1,1.782731999E-1,-7.781299174E-2,2.080088496E-2,1.956243142E-1
6.954076104E1,1.348804278E-1,-1.423595282E-1,-4.029667139E-2,2.002068600E-1
6.955076704E1,3.359462935E-2,-1.884288633E-1,-9.540609419E-2,2.138606052E-1
6.956077404E1,-7.701623552E-2,-2.653345133E-1,-1.104199898E-1,2.975339958E-1
6.957078004E1,-1.794756432E-1,-2.805293803E-1,-1.261852527E-1,3.561333426E-1
6.958078604E1,-2.724384784E-1,-2.562447242E-1,-1.555248266E-1,4.050580883E-1
6.959079304E1,-2.950285017E-1,-1.999556257E-1,-1.717251223E-1,3.956179807E-1
6.960079904E1,-2.297840269E-1,-1.030484051E-1,-2.284559780E-1,3.400173623E-1
6.961080604E1,-1.215162875E-1,-2.894327894E-2,-2.542234880E-1,2.832551912E-1
6.962081204E1,-5.287045084E-2,2.629288226E-2,-2.612687981E-1,2.678581436E-1
6.963081804E1,-1.896496888E-2,4.349246711E-2,-2.161171836E-1,2.212643256E-1
6.964082504E1,-1.267091632E-3,-4.110884964E-3,-1.798831576E-1,1.799345861E-1
6.965083104E1,-8.741784744E-2,-6.611242086E-2,-1.161192709E-1,1.596759760E-1
6.966083804E1,-7.320374127E-2,-3.162305787E-2,-9.500789881E-2,1.240375200E-1
6.967084404E1,-2.916671567E-2,-2.369014040E-2,-5.826341093E-2,6.932925146E-2
6.968085104E1,-6.321837801E-2,-5.044846103E-2,-3.161531031E-2,8.683972815E-2
6.969085704E1,-1.444883533E-1,-2.757239923E-2,-3.663280606E-3,1.471412283E-1
6.970086304E1,-1.585168469E-1,-3.345601380E-2,1.524135232E-2,1.627242896E-1
6.971087004E1,-1.753093924E-1,-4.872981817E-2,5.334531784E-2,1.896146123E-1
6.972087604E1,-1.193314388E-1,9.854751080E-3,1.234458321E-1,1.719766899E-1
6.973088304E1,-3.392678775E-2,1.076647818E-2,1.093587202E-1,1.150055375E-1
6.974088962E1,1.775656868E-2,-1.587489814E-2,4.861550510E-2,5.413663693E-2
6.975089562E1,1.263163034E-2,-3.914842442E-2,5.621337712E-2,6.965702396E-2
6.976090262E1,-8.935934231E-3,-4.500923485E-2,5.131984234E-2,6.884336104E-2
6.977090862E1,-1.844606504E-2,-9.507061020E-2,3.914126158E-3,9.692264246E-2
6.978091562E1,-5.340203583E-2,-1.036104687E-1,-2.110786378E-2,1.184586365E-1
6.979092162E1,-6.926078103E-2,-1.039211020E-1,-2.946353495E-2,1.283150463E-1
6.980092862E1,-3.929986730E-2,-7.047152013E-2,-3.722629845E-2,8.886232056E-2
6.981093462E1,-2.618032336E-2,-7.637925446E-2,-4.177894056E-2,9.091028389E-2
6.982094062E1,-8.396459151E-2,-5.776917502E-2,-9.516928196E-3,1.023616243E-1
6.983094762E1,4.652351752E-2,2.042929441E-2,4.373015642E-2,6.703820055E-2
6.984095362E1,1.180430780E-1,-2.712713376E-2,5.753543258E-2,1.340909230E-1
6.985096062E1,6.702451341E-2,-3.126564682E-2,4.206545413E-2,8.508424354E-2
6.986096662E1,2.146509212E-2,-3.084099278E-2,9.408462346E-2,1.013105788E-1
6.987097262E1,3.249480464E-2,-6.567124844E-2,1.944661134E-1,2.078116803E-1
6.988097962E1,4.975395799E-2,-8.071788847E-2,1.913974947E-1,2.135973661E-1
6.989098562E1,1.156235732E-2,-1.529137525E-1,5.998658538E-2,1.646654008E-1
6.990099262E1,-3.060052603E-2,-1.141648391E-1,-9.746022105E-2,1.531943124E-1
6.991099862E1,-1.950740777E-2,-6.179352120E-2,-1.806163985E-1,1.918886698E-1
6.992100562E1,1.325680733E-2,-4.259652749E-2,-1.837013894E-1,1.890407564E-1
6.993101162E1,5.625474617E-2,-7.627108097E-3,-1.661819619E-1,1.756109726E-1
6.994101762E1,4.033193741E-2,-1.813733205E-2,-1.268173367E-1,1.343066077E-1
6.995102462E1,-7.046479583E-3,-2.486879289E-2,-7.608864784E-2,8.035914425E-2
6.996103062E1,-4.834624082E-3,-3.608024418E-2,-3.670355737E-2,5.169437817E-2
6.997103762E1,-2.408453509E-2,-3.425240457E-2,-6.624895334E-4,4.187757087E-2
6.998104362E1,-6.171743430E-2,-2.161496356E-2,4.602518857E-2,7.996603235E-2
6.999104962E1,-3.111902788E-2,-3.067054644E-2,9.111657679E-2,1.010510113E-1
7.000105662E1,1.941165961E-2,-7.307879359E-2,1.449401969E-1,1.634777761E-1
7.001106262E1,2.345976010E-3,-5.629640758E-2,1.491513616E-1,1.594393859E-1
7.002106962E1,-4.863202348E-3,-4.395132735E-2,1.314687967E-1,1.387062163E-1
7.003107562E1,-1.321507283E-2,-2.139598534E-2,8.245217264E-2,8.620201338E-2
7.004108262E1,3.953119777E-3,-2.152403936E-2,4.290862262E-2,4.816701487E-2
7.005108862E1,1.234833274E-2,-3.894464895E-2,1.135353863E-2,4.240365365E-2
7.006109462E1,-4.834865279E-2,-5.010011315E-2,-2.008986354E-2,7.246527570E-2
7.007110162E1,-5.877781972E-2,-6.102256581E-2,-5.320206106E-2,1.000452144E-1
7.008110762E1,-7.205640793E-2,-5.863397822E-2,-5.718226075E-2,1.090865724E-1
7.009111462E1,-1.171834642E-1,-6.012267932E-2,-2.657442570E-2,1.343610842E-1
7.010112062E1,-1.316162927E-1,-9.987950653E-2,-6.178752780E-3,1.653388682E-1
7.011112662E1,-1.785766704E-1,-1.434222597E-1,-4.137489796E-3,2.290779138E-1
7.012113362E1,-1.228255156E-1,-1.083234707E-1,9.946113825E-3,1.640701276E-1
7.013113962E1,-6.143943574E-2,-4.931263939E-2,2.208493352E-2,8.181861008E-2
7.014114662E1,-4.424778119E-2,-3.811156690E-2,3.839924991E-2,6.989177395E-2
7.015115262E1,-6.491271839E-2,-5.192809895E-2,4.177601695E-2,9.303453155E-2
7.016115962E1,-3.787497394E-2,-4.223239213E-2,4.670054197E-2,7.347808664E-2
7.017116562E1,3.379741810E-2,-4.357578993E-2,8.156281114E-2,9.845611763E-2
7.018117162E1,3.231686655E-2,-5.772941396E-2,7.534955978E-2,1.002727344E-1
7.019117862E1,1.185289085E-2,-3.083295286E-2,3.340397358E-2,4.697858506E-2
7.020118462E1,-2.650520928E-2,-2.005536497E-2,1.869354844E-3,3.329021283E-2
7.021119162E1,-3.901927404E-2,-2.156774729E-2,-4.052705169E-3,4.476712956E-2
7.022119762E1,-1.126656130E-2,-3.301776499E-2,-1.489695132E-2,3.793451419E-2
7.023120362E1,2.191244066E-4,-6.395114377E-2,-1.702533782E-2,6.617899163E-2
7.024121062E1,-2.282314450E-3,-4.550303221E-2,-5.551697373E-2,7.181830736E-2
7.025121662E1,-5.882810578E-3,-5.119909734E-2,-4.855118573E-2,7.080376165E-2
7.026122362E1,8.901106752E-3,-5.362598419E-2,-3.328702927E-2,6.374168337E-2
7.027122962E1,4.154673301E-2,-5.597393364E-2,-4.309982657E-3,6.984116423E-2
7.028123662E1,9.804724496E-2,-2.882911205E-2,4.691221118E-3,1.023053640E-1
7.029124262E1,1.789683242E-1,-1.609709233E-2,-1.060170364E-1,2.086345836E-1
7.030124862E1,9.271125868E-2,-4.280249566E-2,-2.263884026E-1,2.483528537E-1
7.031125562E1,-2.827464983E-2,-6.719240159E-2,-3.098790407E-1,3.183383334E-1
7.032126162E1,-1.311537780E-2,-3.741896421E-2,-2.922011536E-1,2.948791383E-1
7.033126862E1,1.484271839E-2,-2.143136099E-2,-2.923455799E-1,2.935056176E-1
7.034127462E1,5.691763770E-2,-1.997745082E-2,-2.697858524E-1,2.764473226E-1
7.035128062E1,7.375151575E-2,-4.986213148E-3,-2.368888324E-1,2.481541201E-1
7.036128762E1,1.506717838E-2,-4.261392295E-2,-1.984948450E-1,2.035759558E-1
7.037129362E1,-1.242642961E-2,-9.481230944E-2,-1.728115350E-1,1.975034602E-1
7.038130062E1,-9.390964553E-2,-1.303587028E-1,-1.305273950E-1,2.070019656E-1
7.039130662E1,-1.367706133E-1,-1.350736052E-1,-3.781628251E-2,1.959110786E-1
7.040131362E1,-1.397516335E-1,-2.192985074E-1,3.664859354E-2,2.626127831E-1
7.041131962E1,-1.603676368E-1,-2.232145339E-1,7.024552524E-2,2.836845800E-1
7.042132562E1,-1.743915258E-1,-1.714495723E-1,4.472067475E-2,2.486107376E-1
7.043133262E1,-8.793152533E-2,-6.335092708E-2,-2.452029884E-2,1.111149772E-1
7.044133862E1,7.918339636E-2,6.187099680E-2,6.459185243E-2,1.194576825E-1
7.045134562E1,2.403044835E-2,-2.544503599E-2,7.420935273E-2,8.204840241E-2
7.046135162E1,-3.442288745E-2,-1.545594513E-2,-2.263106346E-2,4.399984607E-2
7.047135762E1,-1.051080137E-1,-2.907995760E-2,-3.422901571E-2,1.143020734E-1
7.048136462E1,-1.784682776E-1,-1.516218102E-1,-1.887165463E-1,3.007557718E-1
7.049137062E1,-2.072247745E-1,-9.050685838E-2,-3.734148860E-2,2.291898457E-1
7.050137762E1,-2.178473747E-1,-1.182450262E-1,-1.568106294E-2,2.483651759E-1
7.051138362E1,-2.115534317E-1,-1.835809368E-1,-1.415803868E-1,3.138499972E-1
7.052139062E1,-2.000341976E-1,-1.132857102E-1,-1.585928607E-1,2.792830604E-1
7.053139662E1,-1.192192819E-1,-9.238381460E-2,-1.995438355E-1,2.501314628E-1
7.054140262E1,-7.540850703E-2,-7.574746281E-2,-2.275853276E-1,2.514342904E-1
7.055140962E1,-4.073415276E-2,3.478113905E-2,-1.603318226E-1,1.690422793E-1
7.056141562E1,9.475632235E-2,6.224799603E-2,-7.052619159E-2,1.335197264E-1
7.057142262E1,1.525944214E-1,3.949531049E-2,7.911925972E-2,1.763655132E-1
7.058142862E1,1.280844283E-1,3.418852374E-2,2.160154420E-1,2.534504826E-1
7.059143462E1,9.104341350E-2,5.984625220E-4,2.333927822E-1,2.505223585E-1
7.060144162E1,7.460882720E-2,-1.120440540E-1,1.577777588E-1,2.073985735E-1
7.061144762E1,7.718522005E-2,-1.712826343E-1,6.093441904E-2,1.975051959E-1
7.062145462E1,6.954685606E-2,-5.018519014E-2,1.845439732E-2,8.772618354E-2
7.063146062E1,1.656261840E-1,1.317117485E-1,1.358542085E-1,2.514684543E-1
7.064146762E1,3.515445453E-1,2.889385535E-1,3.690984714E-1,5.859204183E-1
7.065147362E1,5.926383298E-1,1.602534699E-1,4.469523937E-1,7.593864673E-1
7.066147962E1,5.541422354E-1,6.434583083E-2,3.190275943E-1,6.426450100E-1
