"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.512240287E1,4.210985788E0,2.998589304E0,-4.558443130E0,6.892266890E0
2.513240887E1,3.564222634E0,1.048505023E0,-3.356944978E0,5.007207341E0
2.514241587E1,2.849611897E0,-5.542205515E-1,-2.219604231E0,3.654325016E0
2.515242187E1,1.383259727E0,-2.156809813E0,-1.042994168E0,2.766418782E0
2.516242887E1,-1.951359120E-1,-3.184797979E0,4.926752812E-1,3.228582526E0
2.517243487E1,-9.395044447E-1,-3.658083601E0,1.997753268E0,4.272617740E0
2.518244087E1,-1.441700309E0,-4.476270162E0,2.990128090E0,5.572823372E0
2.519244787E1,-2.243778375E0,-5.827566669E0,3.684358065E0,7.250487503E0
2.520245387E1,-2.984255147E0,-6.788329690E0,4.130062662E0,8.487910011E0
2.521245987E1,-3.080454124E0,-6.964244342E0,4.887076530E0,9.048392889E0
2.522246687E1,-2.817957995E0,-7.708687865E0,5.321487815E0,9.781768165E0
2.523247287E1,-2.892305342E0,-9.471780674E0,5.906652015E0,1.153120104E1
2.524247987E1,-3.891435453E0,-1.096657926E1,7.210550115E0,1.368945446E1
2.525248587E1,-3.136717202E0,-1.098497694E1,8.109006375E0,1.400945029E1
2.526249187E1,-2.997416645E0,-1.003611651E1,8.993441012E0,1.380543814E1
2.527249887E1,-4.972096215E0,-8.244113894E0,8.233389516E0,1.266790660E1
2.528250487E1,-7.535558826E0,-6.723867061E0,5.960845179E0,1.172717828E1
2.529251087E1,-8.450173282E0,-6.227056628E0,3.759209734E0,1.114958836E1
2.530251787E1,-5.952294796E0,-5.725017616E0,2.765995544E0,8.709556325E0
2.531252387E1,-4.123152423E-1,-3.584834946E0,2.037710801E0,4.144069347E0
2.532253087E1,7.025305061E0,1.054416704E0,-2.562606579E-1,7.108612755E0
2.533253687E1,1.288745158E1,5.238287784E0,-1.885592562E0,1.403857281E1
2.534254287E1,1.587233004E1,7.563785090E0,-2.915699467E0,1.782254216E1
2.535254987E1,1.606635936E1,8.137628496E0,-4.361200466E0,1.853021776E1
2.536255587E1,1.314932615E1,7.402902460E0,-5.244976999E0,1.597552900E1
2.537256187E1,8.928754435E0,6.297847114E0,-5.212188152E0,1.210588449E1
2.538256887E1,5.038462113E0,4.559060596E0,-3.777788385E0,7.774497994E0
2.539257487E1,3.393385996E0,3.660282739E0,-3.093567089E0,5.872213857E0
2.540258187E1,2.277048447E0,4.141543670E0,-4.001419825E0,6.192632253E0
2.541258787E1,1.879158871E0,4.769961478E0,-5.666430269E0,7.641479082E0
2.542259387E1,2.882641649E0,5.100362492E0,-7.661462243E0,9.644756302E0
2.543260087E1,3.908588845E0,6.133280153E0,-9.525793744E0,1.198477946E1
2.544260687E1,4.812703455E0,7.240981949E0,-1.084103018E1,1.389682948E1
2.545261387E1,5.371624181E0,7.043088198E0,-1.098022315E1,1.410761277E1
2.546261987E1,5.701533444E0,5.818126924E0,-1.024336405E1,1.308757394E1
2.547262587E1,5.791758320E0,3.885051463E0,-9.354794846E0,1.166834504E1
2.548263287E1,5.588781585E0,1.429866129E0,-8.810804985E0,1.053134755E1
2.549263887E1,5.147479355E0,-8.364611560E-1,-8.293071461E0,9.796491476E0
2.550264487E1,4.202777174E0,-3.057050058E0,-7.311087726E0,8.969999708E0
2.551265187E1,3.418557090E0,-4.789855460E0,-5.972754788E0,8.384691268E0
2.552265787E1,1.939661180E0,-5.491185123E0,-4.675652322E0,7.468408410E0
2.553266487E1,-4.738172067E-1,-5.631024794E0,-3.885028659E0,6.857579066E0
2.554267087E1,-2.308018225E0,-6.061016754E0,-3.900858241E0,7.568326581E0
2.555267687E1,-4.274908719E0,-7.392952253E0,-3.000941346E0,9.051863705E0
2.556268387E1,-5.444223796E0,-8.256839190E0,-8.463259935E-2,9.890507005E0
2.557268987E1,-5.697435715E0,-7.922361497E0,4.044936558E0,1.056343207E1
2.558269587E1,-4.020359541E0,-8.417803681E0,6.655527143E0,1.145943939E1
2.559270287E1,-1.457966970E0,-9.273399850E0,7.283360229E0,1.188145398E1
2.560270887E1,-5.407160050E-1,-9.085292584E0,8.368182455E0,1.236371274E1
2.561271587E1,-1.140269033E0,-9.804153954E0,9.704450741E0,1.384189338E1
2.562272187E1,-2.588912618E0,-1.073002664E1,9.659790292E0,1.466790676E1
2.563272787E1,-3.182444183E0,-1.083655823E1,9.272187138E0,1.461274784E1
2.564273487E1,-3.101095964E0,-1.094742144E1,8.610865878E0,1.426919211E1
2.565274087E1,-3.387917680E0,-9.932466424E0,6.833989427E0,1.252338959E1
2.566274687E1,-5.472166470E0,-6.962037018E0,3.375856043E0,9.476864953E0
2.567275387E1,-9.199721425E0,-3.964547868E0,1.203128940E-1,1.001833266E1
2.568275987E1,-9.955540706E0,-3.213598732E0,-1.697723277E0,1.059822022E1
2.569276687E1,-6.788486395E0,-3.221921659E0,-2.013566478E0,7.779381510E0
2.570277225E1,-1.060960908E0,-9.512080854E-1,-3.084952971E0,3.398142096E0
2.571277825E1,5.742704274E0,2.331503567E0,-3.651247036E0,7.193480811E0
2.572278525E1,1.158094387E1,6.952565113E0,-5.282675752E0,1.450389898E1
2.573279125E1,1.549238264E1,9.800956696E0,-6.594499168E0,1.948230200E1
2.574279725E1,1.592230502E1,9.724645854E0,-8.451304718E0,2.048201859E1
2.575280425E1,1.189450899E1,9.234444530E0,-9.842401761E0,1.798964097E1
2.576281025E1,7.242231499E0,6.951343045E0,-9.603609660E0,1.389245859E1
2.577281725E1,3.499637505E0,4.183193387E0,-7.941355008E0,9.633882340E0
2.578282325E1,-1.826540362E0,3.055848455E0,-2.878006561E0,4.577923245E0
2.579282925E1,-4.289305149E0,3.392596622E0,-5.363888315E0,7.660231612E0
2.580283625E1,-3.722022904E0,3.593585889E0,-8.811866255E0,1.021842947E1
2.581284225E1,-3.104844614E0,3.731923994E0,-1.070723653E1,1.175636980E1
2.582284925E1,-2.118099783E0,4.167153305E0,-1.254675420E1,1.338927012E1
2.583285525E1,-1.209823125E0,4.459331655E0,-1.358498464E1,1.434925498E1
2.584286125E1,-2.012757808E-1,3.297926984E0,-1.219276961E1,1.263251619E1
2.585286825E1,7.014764285E-1,1.332307967E0,-9.020969118E0,9.145763912E0
2.586287425E1,7.566074860E-1,-1.179524900E0,-5.221549544E0,5.406321626E0
2.587288025E1,6.195616150E-1,-3.705091414E0,-2.093506102E0,4.300503085E0
2.588288725E1,5.926179376E-1,-5.038583150E0,4.266947150E-1,5.091226233E0
2.589289325E1,-4.489012706E-1,-5.632346849E0,2.600060919E0,6.219739558E0
2.590289925E1,-1.809236696E0,-6.691400396E0,3.688590864E0,7.851998423E0
2.591290625E1,-2.804695340E0,-7.851838814E0,4.097555067E0,9.290190861E0
2.592291225E1,-3.301950161E0,-8.438232683E0,4.890767292E0,1.029690489E1
2.593291925E1,-2.903299862E0,-9.175335027E0,5.565140707E0,1.111695615E1
2.594292525E1,-1.126164379E0,-9.792668853E0,6.553138304E0,1.183673228E1
2.595293125E1,9.061371624E-1,-9.030652692E0,8.813390039E0,1.265107176E1
2.596293825E1,1.218050449E0,-7.680745776E0,1.002898407E1,1.269086380E1
2.597294425E1,8.550591025E-1,-6.692581533E0,1.002934660E1,1.208757903E1
2.598295125E1,6.436117977E-1,-6.310992824E0,1.011798220E1,1.194221213E1
2.599295725E1,1.324208111E0,-5.667977443E0,8.460997063E0,1.026975982E1
2.600296325E1,2.849559857E0,-3.510192899E0,3.549320712E0,5.747966865E0
2.601297025E1,5.159932171E0,-6.046693414E-1,-3.266318983E-1,5.205498383E0
2.602297625E1,8.029805254E0,2.736544288E0,-2.590832843E0,8.870110590E0
2.603298225E1,1.175320635E1,5.683000109E0,-5.838255379E0,1.430103407E1
2.604298925E1,1.391361804E1,7.058571625E0,-8.808692971E0,1.791662000E1
2.605299525E1,1.351548815E1,7.543356088E0,-9.216339211E0,1.801420410E1
2.606300225E1,8.715383103E0,8.147368203E0,-6.272155618E0,1.347877767E1
2.607300825E1,3.389642023E0,8.101626019E0,-3.398073124E0,9.416629873E0
2.608301425E1,-3.633342862E-1,6.574365451E0,-4.821347979E-1,6.602025965E0
2.609302125E1,-1.986352367E0,4.840295296E0,1.248277046E0,5.378870687E0
2.610302725E1,-2.484826916E-1,3.953386703E0,-5.275727506E0,6.597295717E0
2.611303325E1,-2.343902587E0,3.235365577E0,-5.249084668E0,6.596541488E0
2.612304025E1,-3.178245882E0,3.583478976E0,-5.622648658E0,7.386253880E0
2.613304625E1,-1.331689916E0,3.603740163E0,-6.824561377E0,7.831665160E0
2.614305325E1,-7.810734057E-1,3.731427273E0,-6.762499030E0,7.763054701E0
2.615305925E1,-3.921610594E-1,4.036738762E0,-6.302005654E0,7.494286183E0
2.616306525E1,-4.581848949E-2,3.599886848E0,-5.874177164E0,6.889647452E0
2.617307225E1,-1.978960901E-1,2.290783557E0,-5.458893875E0,5.923375263E0
2.618307825E1,-4.940669185E-1,5.654596674E-1,-4.872174316E0,4.929698705E0
2.619308425E1,-6.934750986E-1,-9.257998869E-1,-3.374625204E0,3.567367154E0
2.620309125E1,-2.872134787E-1,-2.210507425E0,-1.901915649E0,2.930207808E0
2.621309725E1,2.684398234E-2,-3.427801830E0,-6.324383533E-1,3.485760212E0
2.622310425E1,-1.882224566E-1,-4.491739555E0,9.129064840E-1,4.587433942E0
2.623311025E1,-3.309763795E-1,-5.427891937E0,2.110576463E0,5.833188601E0
2.624311625E1,-4.435183239E-1,-6.410787839E0,3.485184942E0,7.310364102E0
2.625312325E1,1.058480519E-1,-7.203363302E0,5.028989038E0,8.785805451E0
2.626312925E1,6.224343520E-1,-7.339014028E0,6.715982090E0,9.967595841E0
2.627313525E1,1.059858123E0,-7.025508544E0,8.107406577E0,1.078012574E1
2.628314225E1,1.471148933E0,-6.491534963E0,8.744489958E0,1.098955914E1
2.629314825E1,1.656636647E0,-5.866869898E0,9.099764442E0,1.095309638E1
2.630315425E1,1.585891770E0,-5.267139700E0,9.790242258E0,1.122972203E1
2.631316125E1,1.803261427E0,-4.572337283E0,1.082833120E1,1.189162632E1
2.632316725E1,2.704702690E0,-3.491036251E0,9.574603377E0,1.054399263E1
2.633317425E1,4.000981284E0,-1.674577074E0,5.955282723E0,7.367323253E0
2.634318025E1,6.028721997E0,6.187763339E-1,2.289062136E0,6.478285154E0
2.635318625E1,9.051168818E0,3.741941444E0,1.025056957E0,9.847665942E0
2.636319325E1,1.110610552E1,6.412084751E0,-1.009161448E0,1.286385702E1
2.637319925E1,1.192079573E1,7.932837369E0,-3.912535715E0,1.484396225E1
2.638320525E1,1.108165480E1,8.227996044E0,-4.765960813E0,1.460196475E1
2.639321225E1,8.596154283E0,8.486427773E0,-4.234440724E0,1.280014895E1
2.640321825E1,5.923796636E0,8.573837800E0,-3.780006233E0,1.108559914E1
2.641322525E1,3.937152493E0,8.122730960E0,-3.497700323E0,9.680590661E0
2.642323125E1,2.728310239E0,7.394830379E0,-3.449736782E0,8.603945430E0
2.643323725E1,2.539838691E0,6.464316759E0,-7.359321992E0,1.011917941E1
2.644324425E1,2.717411029E0,5.377115886E0,-9.684757318E0,1.140579775E1
2.645325025E1,2.535238101E0,5.131239883E0,-9.956112564E0,1.148395543E1
2.646325625E1,1.903104388E0,4.876012428E0,-9.918574609E0,1.121496437E1
2.647326325E1,2.275022972E0,3.512763920E0,-9.813419452E0,1.066857259E1
2.648326925E1,2.806525519E0,1.659160305E0,-8.935316765E0,9.511534266E0
2.649327625E1,2.966499784E0,-2.687754536E-1,-7.465379959E0,8.037677473E0
2.650328225E1,3.182530721E0,-2.197312891E0,-5.860915094E0,7.021895148E0
2.651328825E1,3.655544155E0,-3.974425569E0,-4.447774633E0,6.995838825E0
2.652329525E1,2.933155745E0,-5.757177887E0,1.401506841E0,6.611559670E0
2.653330125E1,7.659504595E-1,-6.546023412E0,2.381493752E0,7.007753927E0
2.654330725E1,-1.519574404E-1,-7.640386539E0,3.161541556E0,8.270063031E0
2.655331425E1,-6.144438395E-1,-9.042382792E0,4.158643852E0,9.971787527E0
2.656332025E1,-1.268499349E0,-9.718865297E0,4.933175978E0,1.097276895E1
2.657332725E1,-1.174827539E0,-9.917821487E0,6.015339475E0,1.165880405E1
2.658333325E1,-6.470195550E-1,-9.941149539E0,7.285963410E0,1.234221825E1
2.659333925E1,-5.831629899E-1,-9.658748903E0,8.692860798E0,1.300758772E1
2.660334625E1,-7.570685390E-1,-9.192898309E0,1.013337091E1,1.370283686E1
2.661335225E1,-6.038872764E-1,-8.547175666E0,1.081296705E1,1.379634547E1
2.662335825E1,-8.835626708E-1,-7.974224546E0,1.067234152E1,1.335169703E1
2.663336525E1,-1.508481066E0,-8.148871522E0,9.824264867E0,1.285285192E1
2.664337125E1,-2.648752730E0,-7.753645352E0,7.359241886E0,1.101332595E1
2.665337825E1,-3.905046017E0,-6.770695657E0,4.073913020E0,8.814106385E0
2.666338425E1,-3.715918996E0,-5.810426726E0,5.039814574E-1,6.915425513E0
2.667339025E1,8.080954358E-1,-4.074711165E0,-9.769621468E-1,4.267404873E0
2.668339725E1,6.541676592E0,-3.736429274E-1,-2.485328608E0,7.007852735E0
2.669340325E1,1.358587693E1,3.891143092E0,-5.404038221E0,1.513012477E1
2.670340962E1,1.717998147E1,6.581621845E0,-5.425434937E0,1.918084601E1
2.671341662E1,1.576120254E1,8.501917632E0,-3.782247471E0,1.830310096E1
2.672342262E1,1.169544638E1,9.403292822E0,-9.808236480E-1,1.503886289E1
2.673342862E1,7.590120365E0,8.939744276E0,-8.098189026E-2,1.172755358E1
2.674343562E1,5.352420171E0,6.624072631E0,-1.728965681E0,8.689997827E0
2.675344162E1,3.711329516E0,4.144698828E0,-2.670790594E0,6.171354596E0
2.676344862E1,1.942505851E0,3.225337602E0,-4.514960310E0,5.878860284E0
2.677345462E1,7.786468112E-1,3.756431429E0,-6.385258895E0,7.449066995E0
2.678346062E1,1.286927142E0,4.979305247E0,-8.467952326E0,9.907364877E0
2.679346762E1,2.655683143E0,6.159379200E0,-9.963460175E0,1.201087606E1
2.680347362E1,3.086427054E0,6.753100800E0,-1.046838011E1,1.283422707E1
2.681347962E1,2.299909306E0,6.267325233E0,-1.058981158E1,1.251850860E1
2.682348662E1,1.581274223E0,5.045699211E0,-1.081548486E1,1.203886297E1
2.683349262E1,1.234444873E0,3.478433163E0,-1.112706428E1,1.172326366E1
2.684349962E1,7.486321762E-1,1.839655666E0,-1.130644516E1,1.147956816E1
2.685350562E1,-2.596011722E-1,2.542340130E-1,-1.097841870E1,1.098443011E1
2.686351162E1,-6.419637600E-1,-1.197768213E0,-9.951486247E0,1.004384611E1
2.687351862E1,-3.999220687E-1,-2.738912995E0,-7.161490222E0,7.677794231E0
2.688352462E1,2.002455014E-1,-3.591396106E0,-5.378471271E0,6.470407828E0
2.689353062E1,5.587675291E-1,-4.238735504E0,-4.580937953E0,6.266106635E0
2.690353762E1,-4.152672091E-1,-5.183178946E0,-3.626402217E0,6.339446654E0
2.691354362E1,-1.446090983E0,-6.466660323E0,-2.015041146E0,6.925984817E0
2.692355062E1,-2.013943039E0,-7.750696601E0,5.367591941E-1,8.026043533E0
2.693355662E1,-2.065617807E0,-8.599149227E0,3.779094653E0,9.617364543E0
2.694356262E1,-1.326671836E0,-9.433035269E0,6.995110039E0,1.181836609E1
2.695356962E1,-3.856075001E-1,-1.067763676E1,9.807607904E0,1.450344072E1
2.696357562E1,4.914918047E-1,-1.232437407E1,1.151696363E1,1.687519516E1
2.697358162E1,-8.617749220E-1,-1.377952151E1,1.255500813E1,1.866135307E1
2.698358862E1,-3.324935566E0,-1.486330293E1,1.231296615E1,1.958525226E1
2.699359462E1,-5.095677118E0,-1.539697713E1,9.889671822E0,1.899574792E1
2.700360062E1,-6.856079038E0,-1.439759208E1,7.573607828E0,1.765378184E1
2.701360762E1,-8.183970019E0,-1.218901687E1,5.421217926E0,1.565053039E1
2.702361362E1,-9.204454161E0,-9.530822935E0,4.049972180E0,1.385499321E1
2.703362062E1,-9.035774853E0,-6.852283611E0,2.942237055E0,1.171562106E1
2.704362662E1,-6.447465084E0,-4.288114071E0,1.512973482E0,7.889665205E0
2.705363262E1,-1.124991720E0,-1.003217607E0,3.951139033E-2,1.507850486E0
2.706363962E1,5.696834621E0,3.570721521E0,-3.636050123E0,7.643614157E0
2.707364562E1,1.225833094E1,9.389881064E0,-6.192801300E0,1.663692675E1
2.708365162E1,1.679644505E1,1.356534385E1,-1.046703642E1,2.399370691E1
2.709365862E1,1.883075453E1,1.321200128E1,-1.419116198E1,2.702856586E1
2.710366462E1,1.718933818E1,1.055762850E1,-1.350502397E1,2.427596629E1
2.711367162E1,1.184490589E1,9.095573158E0,-1.130521256E1,1.873069881E1
2.712367762E1,6.728842456E0,7.180047530E0,-9.883037571E0,1.394649902E1
2.713368362E1,3.606589512E0,4.258437113E0,-9.200591490E0,1.076069971E1
2.714369062E1,1.684330230E0,2.440162960E0,-8.281420884E0,8.796209152E0
2.715369662E1,1.572973516E0,2.790625770E0,-9.658875788E0,1.017623306E1
2.716370262E1,1.515187238E0,3.763765007E0,-1.080369337E1,1.154042936E1
2.717370962E1,8.054229659E-1,4.486490217E0,-1.201966396E1,1.285494545E1
2.718371562E1,5.092392737E-1,4.505813511E0,-1.340574527E1,1.415187924E1
2.719372162E1,4.513354665E-1,3.861321707E0,-1.461465008E1,1.512288022E1
2.720372862E1,5.134703189E-2,3.215253494E0,-1.540166894E1,1.573378205E1
2.721373462E1,-1.852520710E-1,2.027236683E0,-1.583077037E1,1.596111830E1
2.722374162E1,1.733328143E-1,3.556978226E-1,-1.533826524E1,1.534336814E1
2.723374762E1,1.009638434E0,-1.464333419E0,-1.445524095E1,1.456425876E1
2.724375362E1,7.512606458E-1,-2.980424636E0,-1.336884466E1,1.371762848E1
2.725376062E1,1.465500815E-1,-4.580430707E0,-1.058428596E1,1.153381687E1
2.726376662E1,-5.856791930E-1,-6.747333106E0,-5.765584429E0,8.894463895E0
2.727377262E1,-9.592444986E-2,-7.889694858E0,-7.006991581E0,1.055246026E1
2.728377962E1,-2.153220792E0,-9.468975765E0,-4.553843125E0,1.072545332E1
2.729378562E1,-3.327696621E0,-9.792550739E0,-4.442112190E-1,1.035204996E1
2.730379262E1,-2.812287950E0,-1.008190021E1,3.586884395E0,1.106433075E1
2.731379862E1,-1.735883668E0,-1.086699182E1,6.991325136E0,1.303776938E1
2.732380462E1,-1.126031355E0,-1.212630198E1,9.057389086E0,1.517733321E1
2.733381162E1,4.075977087E-2,-1.396594010E1,9.416451981E0,1.684395180E1
2.734381762E1,8.486549395E-1,-1.572455687E1,9.417499802E0,1.834860230E1
2.735382362E1,-1.155648379E0,-1.670050160E1,9.926420403E0,1.946217097E1
2.736383062E1,-2.222835402E0,-1.580931576E1,9.246681583E0,1.844929761E1
2.737383662E1,-2.206112950E0,-1.272954284E1,7.336845295E0,1.485723710E1
2.738384362E1,-4.869698605E0,-8.529373233E0,5.162240067E0,1.109562503E1
2.739384962E1,-8.314002739E0,-5.484325755E0,2.515096198E0,1.027259361E1
2.740385562E1,-9.610077850E0,-4.222290795E0,8.530958998E-1,1.053133935E1
2.741386262E1,-7.552467220E0,-3.568088520E0,1.878313948E0,8.561488193E0
2.742386862E1,-2.562163945E0,-2.081253846E0,2.266580177E0,4.004208705E0
2.743387462E1,5.876800810E0,2.068122169E0,1.135229902E0,6.332666420E0
2.744388162E1,7.678467700E0,6.035266201E0,-3.334535524E0,1.032000153E1
2.745388762E1,6.700913815E0,9.848075899E0,-8.642798692E0,1.471682079E1
2.746389362E1,8.385273281E0,1.095260441E1,-1.088085440E1,1.756887429E1
2.747390062E1,9.633121727E0,9.602050207E0,-1.384200135E1,1.940611769E1
2.748390662E1,9.110438535E0,7.875425897E0,-1.593907601E1,1.997690084E1
2.749391362E1,7.022242874E0,7.202565742E0,-1.499649783E1,1.805779043E1
2.750391962E1,4.204769028E0,6.862798659E0,-1.213625394E1,1.456251172E1
2.751392562E1,5.093854541E-1,4.949036551E0,-7.540083987E0,9.033565345E0
2.752393262E1,-2.555246689E0,3.645815558E0,-5.397589327E0,6.996801217E0
2.753393862E1,-3.031169697E0,3.352343804E0,-6.954116964E0,8.293729045E0
2.754394462E1,-5.255830600E0,2.555903916E0,-6.679104871E0,8.875068563E0
2.755395162E1,-4.432245598E0,2.923569235E0,-8.224588287E0,9.789581738E0
2.756395762E1,-3.260952993E0,2.902788815E0,-9.530700728E0,1.048304601E1
2.757396362E1,-3.063586076E0,2.935392889E0,-1.068185961E1,1.149365981E1
2.758397062E1,-3.373854249E0,3.362370025E0,-1.196134734E1,1.287486912E1
2.759397663E1,-3.583249766E0,3.435742641E0,-1.266827455E1,1.360621867E1
2.760398362E1,-3.455334029E0,2.696947820E0,-1.234681451E1,1.310178192E1
2.761398962E1,-2.910243430E0,1.294361876E0,-1.099549257E1,1.144752140E1
2.762399562E1,-2.201834835E0,-2.617234191E-1,-9.412587556E0,9.670231657E0
2.763400262E1,-1.151084189E0,-1.486914781E0,-7.597524109E0,7.826767083E0
2.764400862E1,-5.787128203E-1,-2.642802311E0,-6.024100943E0,6.603719009E0
2.765401462E1,-1.426310145E0,-4.233572120E0,-4.159432057E0,6.103963349E0
2.766402162E1,-1.494248359E0,-6.432856400E0,-1.434195700E0,6.758057186E0
2.767402763E1,-1.326093546E0,-8.280628002E0,6.424517101E-1,8.410711527E0
2.768403462E1,-1.445453929E0,-9.565035578E0,1.851445992E0,9.849217986E0
2.769404062E1,-8.176038855E-1,-1.007336678E1,3.440786449E0,1.067615126E1
2.770404700E1,8.071742070E-1,-1.060671822E1,5.616095098E0,1.202890376E1
2.771405400E1,2.449012721E0,-1.114357798E1,8.365074075E0,1.414748945E1
2.772406000E1,3.850444717E0,-1.145833009E1,1.058175996E1,1.606526990E1
2.773406600E1,4.051675474E0,-1.177727700E1,1.159067714E1,1.701364523E1
2.774407300E1,2.773774095E0,-1.100749573E1,1.099141823E1,1.580095123E1
2.775407900E1,3.316189885E-1,-8.598603097E0,8.903296827E0,1.238202894E1
2.776408500E1,-2.592622091E0,-4.723746255E0,6.689676636E0,8.589950028E0
2.777409200E1,-5.183322787E0,-9.137011206E-1,7.016318475E0,8.770998221E0
2.778409800E1,-4.648206076E0,1.057526253E0,8.938270778E0,1.012999832E1
2.779410500E1,-1.272369621E0,2.248198870E0,7.110876138E0,7.565572157E0
2.780411100E1,3.823851580E0,4.658982494E0,1.326890522E0,6.171596005E0
2.781411700E1,8.691954480E0,6.678707260E0,-5.368244491E0,1.220545994E1
2.782412400E1,1.164765358E1,7.303023831E0,-1.000114899E1,1.700073446E1
2.783413000E1,1.287552443E1,6.795591347E0,-1.227891313E1,1.904549550E1
2.784413600E1,1.171839553E1,6.042574636E0,-1.285426278E1,1.841373329E1
2.785414300E1,8.049941311E0,5.860943161E0,-9.284097331E0,1.361420850E1
2.786414900E1,4.230355859E0,6.384409879E0,-4.726148291E0,8.999615429E0
2.787415600E1,2.125673389E0,6.390924262E0,-6.721676109E0,9.515425897E0
2.788416200E1,-1.556681419E0,5.496681506E0,-7.914581192E0,9.761012246E0
2.789416800E1,-3.762691458E0,4.340726733E0,-1.015033368E1,1.166314835E1
2.790417500E1,-3.599294525E0,3.512531785E0,-1.193485244E1,1.295119699E1
2.791418100E1,-3.177519073E0,3.253536969E0,-1.202660695E1,1.285773716E1
2.792418700E1,-3.044766520E0,3.362964687E0,-1.070870067E1,1.162997871E1
2.793419400E1,-2.673616845E0,3.284944996E0,-9.001902518E0,9.948534545E0
2.794420000E1,-1.917999878E0,2.725631337E0,-7.354340749E0,8.074287434E0
2.795420600E1,-9.356658939E-1,1.872471849E0,-5.814043813E0,6.179379172E0
2.796421300E1,-2.658895603E-1,1.207407348E0,-4.674742495E0,4.835467625E0
2.797421900E1,-2.692841613E-1,6.956672198E-1,-4.475711460E0,4.537450817E0
2.798422600E1,-5.273771904E-1,2.775604565E-1,-5.059669379E0,5.094646281E0
2.799423200E1,-5.929539333E-1,-2.486099417E-1,-5.821989595E0,5.857385433E0
2.800423800E1,-6.767536698E-1,-1.194448748E0,-6.714648340E0,6.853554237E0
2.801424500E1,-1.230895320E0,-2.561704646E0,-7.158581232E0,7.702124333E0
2.802425100E1,-1.708095507E0,-3.478422053E0,-6.579665367E0,7.636033432E0
2.803425700E1,-1.186218061E0,-3.548675179E0,-4.494295666E0,5.847982759E0
2.804426400E1,9.928981483E-2,-2.933879630E0,-2.688372002E0,3.980559279E0
2.805427000E1,8.498164889E-1,-2.560125313E0,-1.783377970E0,3.233707882E0
2.806427600E1,1.325299787E0,-2.746648276E0,-3.720098001E-1,3.072277261E0
2.807428300E1,1.298099416E0,-3.091745682E0,1.096606119E0,3.527959529E0
2.808428900E1,9.948581350E-1,-3.696890987E0,1.428409295E0,4.086208363E0
2.809429600E1,4.273852712E-1,-4.630558010E0,8.934358406E-1,4.735288086E0
2.810430200E1,-1.851035517E-1,-5.495718470E0,4.401479888E-1,5.516422307E0
2.811430800E1,-2.655033517E-1,-5.840815290E0,1.141102261E0,5.957157850E0
2.812431500E1,-5.288321239E-1,-5.608119496E0,3.063346340E0,6.412079109E0
2.813432100E1,-1.209312078E0,-5.093821796E0,5.226497458E0,7.397684224E0
2.814432700E1,-2.215563220E0,-5.185469300E0,6.833463762E0,8.859686182E0
2.815433400E1,-2.903176485E0,-5.444847109E0,7.508444703E0,9.718617988E0
2.816434000E1,-3.177555326E0,-5.320937008E0,6.961684431E0,9.320637242E0
2.817434600E1,-3.139833476E0,-4.870613987E0,5.624073624E0,8.075372375E0
2.818435300E1,-2.608278011E0,-4.545234269E0,4.126781205E0,6.670276745E0
2.819435900E1,-1.977091547E0,-4.242825339E0,3.153066017E0,5.643782699E0
2.820436600E1,-1.720479763E0,-3.950340303E0,2.848687452E0,5.165293731E0
2.821437200E1,-1.613459052E0,-3.669095662E0,3.045288384E0,5.033815097E0
2.822437800E1,-1.916702088E0,-3.234563047E0,3.750411721E0,5.310530395E0
2.823438500E1,-2.464151162E0,-3.122903447E0,4.506751989E0,6.011271112E0
2.824439100E1,-2.560603908E0,-3.324818329E0,5.034259719E0,6.553997269E0
2.825439700E1,-3.141988175E0,-3.645664992E0,5.617503693E0,7.397250209E0
2.826440400E1,-3.442109674E0,-3.460920459E0,5.285425698E0,7.194568385E0
2.827441000E1,-1.869872323E0,-3.362697469E0,4.255204187E0,5.736803940E0
2.828441600E1,2.430082360E-1,-3.552436109E0,2.906295390E0,4.596238484E0
2.829442300E1,1.639341168E0,-3.648918090E0,6.468347830E-1,4.052213954E0
2.830442900E1,2.027637949E0,-3.450529665E0,-1.642270623E0,4.326028596E0
2.831443600E1,1.788741767E0,-2.942866800E0,-8.651370710E-1,3.550848387E0
2.832444200E1,1.685170475E0,-2.529718622E0,7.145513874E-1,3.122476505E0
2.833444800E1,1.564372846E0,-2.373505871E0,9.868310773E-1,3.009090909E0
2.834445500E1,8.263038846E-1,-2.336960773E0,7.117786378E-1,2.578913064E0
2.835446100E1,7.668411367E-2,-2.241163500E0,9.204102159E-2,2.244363125E0
2.836446700E1,-3.187687819E-1,-1.912781822E0,-9.591076738E-1,2.163385164E0
2.837447400E1,-1.124613844E0,-1.624757627E0,-1.840307631E0,2.700245511E0
2.838448000E1,-1.484082536E0,-1.600599271E0,-2.584102698E0,3.382603399E0
2.839448700E1,-1.487836156E0,-1.872413523E0,-2.928210754E0,3.780741600E0
2.840449300E1,-1.629199757E0,-1.968961578E0,-3.066175808E0,3.991558045E0
2.841449900E1,-1.929858031E0,-1.774501312E0,-3.416064422E0,4.306123902E0
2.842450600E1,-1.968297773E0,-1.282997228E0,-3.796598293E0,4.464799727E0
